Incidence
4685.28431349409
4827.05204294459
4377.95691363824
3822.73299310537
3470.19950305681
3218.93743852337
4281.30851190825
4426.40652216307
4091.99674767023
3643.42347349264
3327.33147082217
3117.01110323848
3916.91767005895
4066.88729380018
3836.85157184179
3489.34779886994
3207.11394731168
3034.26691848568
3614.87996369296
3768.6775028653
3636.13801544693
3370.84855501423
3121.71845879033
2974.98396451416
3397.99531479486
3555.47589806925
3504.24548480173
3301.19262204227
3075.99799762751
2943.18465669094
3289.26140024087
3448.89520685001
3457.98162319591
3293.45296511115
3078.92774628409
2947.44456444375
3256.0905118049
3417.87811735029
3467.61797527157
3334.26310187659
3126.37822482265
2996.69507731407
3246.43116265626
3411.73219712852
3493.67829836425
3390.63087475879
3200.33008794055
3078.11471469458
3253.43310581147
3423.5836996645
3529.33408380533
3458.57439209579
3279.08274769889
3170.4977245155
3269.43641491921
3447.1697215299
3574.70760277977
3526.18447723248
3346.58395820797
3249.57475757743
3287.01421152065
3477.13380602946
3625.79707333082
3584.54786603365
3385.50290228194
3294.93213032543
3303.1232382806
3514.16195829586
3684.69964704968
3633.05333093123
3408.68170193553
3311.36104380381
3319.94378481613
3560.52037764285
3751.5219963686
3684.89993785702
3439.08241336437
3327.85221186375
3338.70771161157
3609.85309806849
3819.27226954505
3738.00576143439
3484.04770851243
3348.4563349922
3360.65874514061
3654.30111215898
3882.81536906132
3799.00461131026
3542.50159015611
3381.36878388901
3386.79337918476
3687.3871347638
3938.52368347227
3869.65327796126
3616.40739876563
3433.68962617222
3566.84170623583
3919.9808274911
4271.08957082008
4231.03982557452
3915.60700468276
3661.9268131331
3965.56873789179
4450.47622437314
5004.74593441565
4989.54673711371
4522.51819346236
4113.19994070713
4456.5375347058
5104.47397292703
5890.07724753635
5883.69686623103
5228.97095643239
4645.51330669755
4913.28172811444
5707.65404419099
6672.99729858665
6654.02403632515
5837.9744337532
5106.08448949219
5210.23035210813
6085.25272686455
7101.8806671794
7042.9466957963
6147.12752722924
5348.51833114828
5370.85205820037
6268.03421602403
7236.34705039683
7121.61630059951
6209.11622890115
5396.8417586489
5504.79403152695
6413.74914063176
7321.10703293638
7158.09844634847
6228.88646248436
5399.37602725683
5619.78136719107
6537.67338853833
7384.33792595525
7179.04639549736
6229.56093134737
5379.3334005953
5723.76335021999
6654.95080870535
7454.29442948914
7204.90736265642
6236.75076148982
5370.99826655277
5821.69379005316
6780.95814964916
7558.53319078991
7261.58900206479
6278.34272256548
5405.02246831163
5946.17929471518
6967.89292085429
7892.55660283703
7680.13130025093
6666.39954375137
5775.15477023249
6038.95563201848
7086.59160699887
8160.17449025684
8057.44306426066
7025.7320827388
6128.09121419256
5965.24984940872
6919.43878178444
7884.47314698441
7732.06141981582
6749.10701031973
5899.60395437413
5732.10988670503
6493.05318270086
7138.44446005596
6827.56180644809
5962.58457141228
5213.57472469817
4900.97361763696
5234.03759126818
4880.20534570082
4284.70540440286
3936.11095696843
3682.746629358
4496.58677817618
4839.06687125915
4625.76804023331
4151.23238260786
3811.42064234066
3620.05569548288
4128.71435072212
4479.04378746351
4389.88575514913
4031.55731600735
3728.29894311045
3558.49508354368
3817.6845494346
4175.99605192133
4196.2432297094
3956.70893614958
3664.10014210694
3489.77164247701
3584.31235357916
3948.58372877159
4065.90413154323
3906.2581748809
3639.63042221658
3483.9115326219
3449.39790092597
3821.85691898467
4010.25199668443
3918.27578252745
3662.18959874578
3528.78597256205
3379.50501571183
3757.54570145793
4003.24249788752
3954.42386601748
3730.38751408145
3581.36440933725
3326.10776743617
3704.81382949507
3999.00220563211
3985.80946269041
3805.20177167859
3684.76530572925
3288.01852271079
3667.51732232978
4000.39185726605
